Date,RARP,RP_naive,VT_naive
2012-07-12,-0.003999659481967655,-0.004171643762985435,-0.004171643762985435
2012-07-13,0.013090207398058596,0.013745513447042374,0.013745513447042374
2012-07-16,-0.0018535967132962128,-0.001951275627635265,-0.001951275627635265
2012-07-17,0.0059058846479295825,0.006093080448499807,0.006093080448499807
2012-07-18,0.005326620264067827,0.005496586456145181,0.005496586456145181
2012-07-19,0.002170732198808878,0.0022344499676604595,0.0022344499676604595
2012-07-20,-0.008090096427334714,-0.008310931497571847,-0.008310931497571847
2012-07-23,-0.007159183202966091,-0.007354344772898793,-0.007354344772898793
2012-07-24,-0.007265640153939046,-0.007422653266132382,-0.007422653266132382
2012-07-25,-0.00025112857769471475,-0.0002565829722436716,-0.0002565829722436716
2012-07-26,0.013124530291960923,0.0133302835523629,0.0133302835523629
2012-07-27,0.015120651592360446,0.015359997310676547,0.015359997310676547
2012-07-30,-0.00038873814104633045,-0.0003896536249608533,-0.0003896536249608533
2012-07-31,-0.0034449679701643466,-0.0034449679701643466,-0.0034449679701643466
2012-08-01,-0.0023185713495798544,-0.002319203424353905,-0.002319203424353905
2012-08-02,-0.006025570899308975,-0.006035180083034351,-0.006035180083034351
2012-08-03,0.015088468617959537,0.015114898961069828,0.015114898961069828
2012-08-06,0.001857893964959167,0.001857893964959167,0.001857893964959167
2012-08-07,0.004061655937800649,0.004061655937800649,0.004061655937800649
2012-08-08,0.0004945650354915781,0.0004945650354915781,0.0004945650354915781
2012-08-09,0.0003298826660695673,0.0003298826660695673,0.0003298826660695673
2012-08-10,0.0017434048855833393,0.0017434048855833393,0.0017434048855833393
2012-08-13,-0.0010002146200221152,-0.0010002146200221152,-0.0010002146200221152
2012-08-14,-0.0001023835700619386,-0.0001023835700619386,-0.0001023835700619386
2012-08-15,0.0009089847602752319,0.0009084617473928614,0.0009084617473928614
2012-08-16,0.00566033631000451,0.005667554104699901,0.005667554104699901
2012-08-17,0.0014963069915815198,0.001495731815632263,0.001495731815632263
2012-08-20,-1.694004292289719e-05,-1.7213703549005112e-05,-1.7213703549005112e-05
2012-08-21,-0.002802933451555134,-0.002831768548895521,-0.002831768548895521
2012-08-22,0.0001811020987652512,0.00018295982000763393,0.00018295982000763393
2012-08-23,-0.00648399967817781,-0.0065553999598327905,-0.0065553999598327905
2012-08-24,0.005147190674609448,0.005207405153997754,0.005207405153997754
2012-08-27,-0.00039130753641813953,-0.0003963328987623259,-0.0003963328987623259
2012-08-28,-0.0006468072342364906,-0.0006555460704676335,-0.0006555460704676335
2012-08-29,0.0006751943714391473,0.0006859081120078975,0.0006859081120078975
2012-08-30,-0.006269143783738685,-0.006371774872743411,-0.006371774872743411
2012-08-31,0.004048375814116412,0.004138994223404558,0.004138994223404558
2012-09-04,-0.000933311458150854,-0.0009701946918620306,-0.0009701946918620306
2012-09-05,-0.0008545853226308964,-0.0008938967080022478,-0.0008938967080022478
2012-09-06,0.016183629289605508,0.01702421444336128,0.01702421444336128
2012-09-07,0.0032334359911544656,0.0034266527953455174,0.0034266527953455174
2012-09-10,-0.00493344452372213,-0.00512194970829008,-0.00512194970829008
2012-09-11,0.0025040416811620506,0.002630360520354974,0.002630360520354974
2012-09-12,0.0016724044820776386,0.0017538239380609562,0.0017538239380609562
2012-09-13,0.012942537723075277,0.01360633736504059,0.01360633736504059
2012-09-14,0.0031609082342470177,0.003318325534258062,0.003318325534258062
2012-09-17,-0.002503666288212969,-0.0026051803517470238,-0.0026051803517470238
2012-09-18,-0.00102447610569385,-0.0010698780515259276,-0.0010698780515259276
2012-09-19,0.0009478813954999055,0.000994727955948976,0.000994727955948976
2012-09-20,-0.0004327039942573663,-0.0004556146883532291,-0.0004556146883532291
2012-09-21,-6.0257484573611464e-05,-6.391625856625035e-05,-6.391625856625035e-05
2012-09-24,-0.0017881200555038392,-0.0018856380127938472,-0.0018856380127938472
2012-09-25,-0.008445911534854389,-0.008918394378973123,-0.008918394378973123
2012-09-26,-0.004602602569392644,-0.004861950728713981,-0.004861950728713981
2012-09-27,0.007682182166587382,0.008078434456691031,0.008078434456691031
2012-09-28,-0.0035902465894132266,-0.003838973661857088,-0.003838973661857088
2012-10-01,0.00211839813439596,0.0022517612215540625,0.0022517612215540625
2012-10-02,0.0006975253818126249,0.0007400141495776036,0.0007400141495776036
2012-10-03,0.002894285834426569,0.0030858368710096565,0.0030858368710096565
2012-10-04,0.005719057385358184,0.0060988999079763465,0.0060988999079763465
2012-10-05,-0.00025731286726013994,-0.00027739794123815054,-0.00027739794123815054
2012-10-08,-0.002770179077943169,-0.0029766772224892315,-0.0029766772224892315
2012-10-09,-0.007952145708113534,-0.008565766669651918,-0.008565766669651918
2012-10-10,-0.004965804453185285,-0.005356141498134547,-0.005356141498134547
2012-10-11,0.0001562963495878478,0.00016948970533767443,0.00016948970533767443
2012-10-12,-0.0023764359648133396,-0.0025953858713738875,-0.0025953858713738875
2012-10-15,0.00643637660213372,0.007118581500461992,0.007118581500461992
2012-10-16,0.0081740446537367,0.009030469989578441,0.009030469989578441
2012-10-17,0.0032868849007634537,0.0036165601600429485,0.0036165601600429485
2012-10-18,-0.0019573759015159456,-0.0021426242929927387,-0.0021426242929927387
2012-10-19,-0.013368115680028582,-0.014636258155664574,-0.014636258155664574
2012-10-22,0.0003515885428406307,0.0003849832230087774,0.0003849832230087774
2012-10-23,-0.011639387976590143,-0.012754203297716173,-0.012754203297716173
2012-10-24,-0.002472121986870235,-0.0027240884918309717,-0.0027240884918309717
2012-10-25,0.0023928519587158806,0.0027036154247866056,0.0027036154247866056
2012-10-26,-0.0005833980549155626,-0.0006591382446842618,-0.0006591382446842618
2012-10-31,0.0001246940410240427,0.00012439890320399284,0.00012439890320399284
2012-11-01,0.00869377008078871,0.010186087624045223,0.010186087624045223
2012-11-02,-0.0075389745943134304,-0.008835089654828992,-0.008835089654828992
2012-11-05,0.0017291770760458293,0.0020156185395522963,0.0020156185395522963
2012-11-06,0.006258007298181667,0.007344537766849346,0.007344537766849346
2012-11-07,-0.01919238734336375,-0.022744628415871177,-0.022744628415871177
2012-11-08,-0.009823946650807614,-0.011670101788542117,-0.011670101788542117
2012-11-09,0.0013578010238575189,0.0015473216582331502,0.0015473216582331502
2012-11-12,0.00010438350123891383,0.00011855241437530569,0.00011855241437530569
2012-11-13,-0.0031947067797965193,-0.003631913289039076,-0.003631913289039076
2012-11-14,-0.011159096355461884,-0.012761406918658614,-0.012761406918658614
2012-11-15,-0.0012758527656131946,-0.0014685353994226538,-0.0014685353994226538
2012-11-16,0.00386261978814062,0.004517392062439111,0.004517392062439111
2012-11-19,0.015733901391637772,0.01846359382009611,0.01846359382009611
2012-11-20,0.0005305331486624709,0.0006220673222649839,0.0006220673222649839
2012-11-21,0.0018539949287770697,0.0021563396231695144,0.0021563396231695144
2012-11-23,0.010353761655174765,0.012123823316863444,0.012123823316863444
2012-11-26,-0.0016253154154611594,-0.001920050886306352,-0.001920050886306352
2012-11-27,-0.0041922349481822605,-0.005082269167786429,-0.005082269167786429
2012-11-28,0.006260264608100386,0.007588475018099994,0.007588475018099994
2012-11-29,0.003408442853505278,0.004132353054063859,0.004132353054063859
2012-11-30,0.00012999546725467326,0.00015390971675596587,0.00015390971675596587
2012-12-03,-0.003805215333008505,-0.00463392345062257,-0.00463392345062257
2012-12-04,-0.0013690206328433874,-0.0016696481352151797,-0.0016696481352151797
2012-12-05,0.0012668861236697637,0.0015492497014902142,0.0015492497014902142
2012-12-06,0.0026409086869676915,0.0032274469753813123,0.0032274469753813123
2012-12-07,0.002333329599480294,0.0028499312231245496,0.0028499312231245496
2012-12-10,0.0002708025999808683,0.0003385032499760854,0.0003385032499760854
2012-12-11,0.005222025052233903,0.006527531315292379,0.006527531315292379
2012-12-12,0.00035851146716581184,0.0004481393339572648,0.0004481393339572648
2012-12-13,-0.0050731919816065845,-0.00634148997700823,-0.00634148997700823
2012-12-14,-0.0033151805435934992,-0.004143975679491874,-0.004143975679491874
2012-12-17,0.009440550430248607,0.011800688037810758,0.011800688037810758
2012-12-18,0.009136948533420508,0.011421185666775635,0.011421185666775635
2012-12-19,-0.006094516450257004,-0.007618145562821255,-0.007618145562821255
2012-12-20,0.004378483754855012,0.005473104693568764,0.005473104693568764
2012-12-21,-0.007538355560115662,-0.009422944450144577,-0.009422944450144577
2012-12-24,-0.0019546231770128488,-0.0024432789712660608,-0.0024432789712660608
2012-12-26,-0.0038391654319404724,-0.00479895678992559,-0.00479895678992559
2012-12-27,-0.0009753479330136373,-0.0012191849162670465,-0.0012191849162670465
2012-12-28,-0.00888915653996918,-0.011111445674961473,-0.011111445674961473
2012-12-31,0.013440021815908665,0.01680002726988583,0.01680002726988583
2013-01-02,0.020068892766958158,0.025086115958697697,0.025086115958697697
2013-01-03,-0.0016702363388198195,-0.0020933921521900717,-0.0020933921521900717
2013-01-04,0.003882639983184788,0.0047987096246510106,0.0047987096246510106
2013-01-07,-0.0025024026072976826,-0.0030921669205695784,-0.0030921669205695784
2013-01-08,-0.0025981113445865847,-0.0032045373772512124,-0.0032045373772512124
2013-01-09,0.0021218762869452236,0.0026142506832216045,0.0026142506832216045
2013-01-10,0.0060549600873684994,0.00745433601153037,0.00745433601153037
2013-01-11,-3.801209198215361e-05,-4.889258476978181e-05,-4.889258476978181e-05
2013-01-14,-0.0007448839239351913,-0.0009145823763693193,-0.0009145823763693193
2013-01-15,0.0009024266362430922,0.0011099174204419813,0.0011099174204419813
2013-01-16,0.00015757800796478705,0.00019380371897217486,0.00019380371897217486
2013-01-17,0.004501648433083716,0.005536204590557053,0.005536204590557053
2013-01-18,0.0027179939025209878,0.0033462322739553816,0.0033462322739553816
2013-01-22,0.0035346653021697707,0.004340338512182726,0.004340338512182726
2013-01-23,0.0012050735394339542,0.0014883116008728246,0.0014883116008728246
2013-01-24,5.2917292357790305e-06,6.539562584571847e-06,6.539562584571847e-06
2013-01-25,0.004344566929494676,0.005377872177989111,0.005377872177989111
2013-01-28,-0.0014810674198336927,-0.0018345928723251925,-0.0018345928723251925
2013-01-29,0.004074403024964113,0.0050312814614421756,0.0050312814614421756
2013-01-30,-0.00312579573740166,-0.003884263479386885,-0.003884263479386885
2013-01-31,-0.002053273566713898,-0.002552188471785937,-0.002552188471785937
2013-02-01,0.008002010579208019,0.009927796378569857,0.009927796378569857
2013-02-04,-0.009284666167721412,-0.011516110371781423,-0.011516110371781423
2013-02-05,0.008290105777647484,0.010362632222059354,0.010362632222059354
2013-02-06,0.00043921588730739814,0.0005490198591342477,0.0005490198591342477
2013-02-07,-0.0014456248446855114,-0.0018070310558568892,-0.0018070310558568892
2013-02-08,0.004513595668034754,0.005641994585043442,0.005641994585043442
2013-02-11,-0.0004850409981109749,-0.0006063012476387186,-0.0006063012476387186
2013-02-12,0.0012752009100836404,0.0015940011376045504,0.0015940011376045504
2013-02-13,0.00047367021983291124,0.0005920877747911391,0.0005920877747911391
2013-02-14,0.0005523466120422427,0.0006904332650528033,0.0006904332650528033
2013-02-15,-0.0008365022368103326,-0.0010456277960129157,-0.0010456277960129157
2013-02-19,0.005847755553088519,0.007309694441360648,0.007309694441360648
2013-02-20,-0.009985369144004608,-0.01248171143000576,-0.01248171143000576
2013-02-21,-0.005058404372532266,-0.006323005465665332,-0.006323005465665332
2013-02-22,0.006987370709419594,0.008734213386774492,0.008734213386774492
2013-02-25,-0.014783420467819754,-0.01847927558477469,-0.01847927558477469
2013-02-26,0.004872701490054254,0.006083666294318871,0.006083666294318871
2013-02-27,0.010116559295215667,0.012462912456254418,0.012462912456254418
2013-02-28,-0.0006915627691661541,-0.0008572348965429628,-0.0008572348965429628
2013-03-01,0.0018569275596213687,0.0022579197328954333,0.0022579197328954333
2013-03-04,0.0036801012386803223,0.004474051773268215,0.004474051773268215
2013-03-05,0.0076164414979999154,0.009264084838875879,0.009264084838875879
2013-03-06,0.0008671400443311938,0.0010540143950324712,0.0010540143950324712
2013-03-07,0.0014518748937653926,0.0017576840497446045,0.0017576840497446045
2013-03-08,0.0035769029703637046,0.004333052607601843,0.004333052607601843
2013-03-11,0.0025950550926992833,0.003174769012387711,0.003174769012387711
2013-03-12,-0.001924916317441472,-0.002363116899846039,-0.002363116899846039
2013-03-13,0.001050551325736393,0.0012888046312444258,0.0012888046312444258
2013-03-14,0.004469881727177949,0.005483961365294661,0.005483961365294661
2013-03-15,-0.001295818999991383,-0.0016004050526147616,-0.0016004050526147616
2013-03-18,-0.004420456268019279,-0.0054814388291000255,-0.0054814388291000255
2013-03-19,-0.001940375781500592,-0.0024085368493708455,-0.0024085368493708455
2013-03-20,0.005340131052653874,0.006603822991003087,0.006603822991003087
2013-03-21,-0.006653539004803833,-0.00831692375600479,-0.00831692375600479
2013-03-22,0.005718915042639595,0.0071486438032994926,0.0071486438032994926
2013-03-25,-0.002676503440757472,-0.0033456293009468396,-0.0033456293009468396
2013-03-26,0.006203970555708338,0.0077549631946354225,0.0077549631946354225
2013-03-27,-0.00047081844205223435,-0.0005885230525652929,-0.0005885230525652929
2013-03-28,0.0032387707169533545,0.004048463396191693,0.004048463396191693
2013-04-01,-0.0035868934922852706,-0.004483616865356588,-0.004483616865356588
2013-04-02,0.004127147119083219,0.005158933898854023,0.005158933898854023
2013-04-03,-0.008481706575073389,-0.010602133218841736,-0.010602133218841736
2013-04-04,0.0032322232101897443,0.00404027901273718,0.00404027901273718
2013-04-05,-0.00344331613512594,-0.004304145168907425,-0.004304145168907425
2013-04-08,0.005026367012217037,0.006282958765271296,0.006282958765271296
2013-04-09,0.0028304526452615168,0.0035380658065768955,0.0035380658065768955
2013-04-10,0.00969235466363898,0.012115443329548725,0.012115443329548725
2013-04-11,0.0028367649436617627,0.003545956179577203,0.003545956179577203
2013-04-12,-0.0022726386548391985,-0.0028407983185489982,-0.0028407983185489982
2013-04-15,-0.01858729964029209,-0.02323412455036511,-0.02323412455036511
2013-04-16,0.011364672662451626,0.014205840828064531,0.014205840828064531
2013-04-17,-0.01154505094878715,-0.014431313685983937,-0.014431313685983937
2013-04-18,-0.005378844775635373,-0.006723555969544215,-0.006723555969544215
2013-04-19,0.007047191240843631,0.008808989051054539,0.008808989051054539
2013-04-22,0.0037206385723415284,0.00465079821542691,0.00465079821542691
2013-04-23,0.008292250244442556,0.010365312805553195,0.010365312805553195
2013-04-24,5.0721360580041626e-06,6.340170072505202e-06,6.340170072505202e-06
2013-04-25,0.003221291651993141,0.0040266145649914264,0.0040266145649914264
2013-04-26,-0.0014750494412140826,-0.001843811801517603,-0.001843811801517603
2013-04-29,0.0057282522955254935,0.007160315369406867,0.007160315369406867
2013-04-30,0.0019854539348656886,0.0024818174185821107,0.0024818174185821107
2013-05-01,-0.0074811781196508775,-0.009351472649563597,-0.009351472649563597
2013-05-02,0.007491203048256523,0.009364003810320654,0.009364003810320654
2013-05-03,0.008383651158536055,0.010479563948170068,0.010479563948170068
2013-05-06,0.0015247689027873435,0.0019059611284841793,0.0019059611284841793
2013-05-07,0.004173311327869556,0.005216639159836944,0.005216639159836944
2013-05-08,0.0033044310933576073,0.004130538866697009,0.004130538866697009
2013-05-09,-0.002955134423018535,-0.0036939180287731688,-0.0036939180287731688
2013-05-10,0.003449875017268056,0.00431234377158507,0.00431234377158507
2013-05-13,3.431075909574588e-05,4.288844886968235e-05,4.288844886968235e-05
2013-05-14,0.008072853575320239,0.010091066969150297,0.010091066969150297
2013-05-15,0.0040808827921686944,0.005101103490210868,0.005101103490210868
2013-05-16,-0.004017865588328818,-0.0050223319854110215,-0.0050223319854110215
2013-05-17,0.008197929589250209,0.01024741198656276,0.01024741198656276
2013-05-20,-0.0005662947237659921,-0.0007078684047074901,-0.0007078684047074901
2013-05-21,0.0013767237464023198,0.0017209046830028996,0.0017209046830028996
2013-05-22,-0.006646459412623074,-0.008308074265778842,-0.008308074265778842
2013-05-23,-0.002342492083685244,-0.0029281151046065546,-0.0029281151046065546
2013-05-24,-0.0004412139991906372,-0.0005515174989882965,-0.0005515174989882965
2013-05-28,0.005056769687328,0.00632096210916,0.00632096210916
2013-05-29,-0.005658348994532503,-0.007072936243165628,-0.007072936243165628
2013-05-30,0.002930900091450184,0.0036636251143127296,0.0036636251143127296
2013-05-31,-0.011528461537485414,-0.014410576921856766,-0.014410576921856766
2013-06-03,0.004734751887793465,0.005918439859741831,0.005918439859741831
2013-06-04,-0.004420838404484329,-0.005526048005605411,-0.005526048005605411
2013-06-05,-0.011100443635137937,-0.01387555454392242,-0.01387555454392242
2013-06-06,0.006763563315384857,0.008454454144231072,0.008454454144231072
2013-06-07,0.010199931621556147,0.012749914526945183,0.012749914526945183
2013-06-10,-0.0002774988829095548,-0.00034687360363694353,-0.00034687360363694353
2013-06-11,-0.008164211347856566,-0.010205264184820706,-0.010205264184820706
2013-06-12,-0.006723821526441043,-0.008404776908051304,-0.008404776908051304
2013-06-13,0.011740855277887619,0.014676069097359523,0.014676069097359523
2013-06-14,-0.004721920849966921,-0.005902401062458651,-0.005902401062458651
2013-06-17,0.0060311004501720335,0.007538875562715042,0.007538875562715042
2013-06-18,0.006208770743026549,0.007760963428783185,0.007760963428783185
2013-06-19,-0.01115864106278508,-0.01394830132848135,-0.01394830132848135
2013-06-20,-0.02026273951383928,-0.025328424392299098,-0.025328424392299098
2013-06-21,0.002132975242820834,0.0026391423455848686,0.0026391423455848686
2013-06-24,-0.00977549516770182,-0.011558252410230518,-0.011558252410230518
2013-06-25,0.00756196524744226,0.008946735085419131,0.008946735085419131
2013-06-26,0.007635831732951459,0.008936544236533615,0.008936544236533615
2013-06-27,0.00494455304023731,0.005756916444378863,0.005756916444378863
2013-06-28,-0.003439031184374386,-0.004011204572299893,-0.004011204572299893
2013-07-01,0.004311359687512351,0.005067669499513104,0.005067669499513104
2013-07-02,-0.0004360453520405372,-0.000516425109572784,-0.000516425109572784
2013-07-03,0.0006589663156603365,0.000777602262439553,0.000777602262439553
2013-07-05,0.008120036562580424,0.00958662383847204,0.00958662383847204
2013-07-08,0.004190244171068969,0.004954024807398046,0.004954024807398046
2013-07-09,0.0057629295478903945,0.006770087080321616,0.006770087080321616
2013-07-10,0.00014526077170273766,0.00016891724926263607,0.00016891724926263607
2013-07-11,0.01077057021228285,0.012594931849232868,0.012594931849232868
2013-07-12,0.002465384176502994,0.0028774190422549205,0.0028774190422549205
2013-07-15,0.0010991481212450083,0.001268983252490248,0.001268983252490248
2013-07-16,-0.0029725243341658827,-0.0034511095091049166,-0.0034511095091049166
2013-07-17,0.002216165318719021,0.0026031093771765714,0.0026031093771765714
2013-07-18,0.004016273369605017,0.004729333979242316,0.004729333979242316
2013-07-19,0.0012870044637168121,0.0015083393156007415,0.0015083393156007415
2013-07-22,0.001624770033941303,0.0019805920553701097,0.0019805920553701097
2013-07-23,-0.0014829230946695306,-0.0018176127590303084,-0.0018176127590303084
2013-07-24,-0.0030548021837745413,-0.0037751177404734574,-0.0037751177404734574
2013-07-25,0.002042567988151234,0.002522041147368682,0.002522041147368682
2013-07-26,0.0006623611503272287,0.0008161323779035442,0.0008161323779035442
2013-07-29,-0.0029944273402939814,-0.003698026191234943,-0.003698026191234943
2013-07-30,0.00029899766826702034,0.00037034090800340015,0.00037034090800340015
2013-07-31,-0.00010913481279857252,-0.00013528755667371702,-0.00013528755667371702
2013-08-01,0.009970070584333258,0.01235702145094612,0.01235702145094612
2013-08-02,0.0013112912703576287,0.0016215425002153272,0.0016215425002153272
2013-08-05,-0.001184744702050722,-0.0014542522154309288,-0.0014542522154309288
2013-08-06,-0.0045915782644435415,-0.005639738980728564,-0.005639738980728564
2013-08-07,-0.003050500529553091,-0.0037457621064041786,-0.0037457621064041786
2013-08-08,0.003102336859237198,0.0038008388395457436,0.0038008388395457436
2013-08-09,-0.0028610784331412733,-0.0035025624384667337,-0.0035025624384667337
2013-08-12,-0.0009228686884199533,-0.0011327578990502501,-0.0011327578990502501
2013-08-13,0.002217768005814236,0.0027179303382922166,0.0027179303382922166
2013-08-14,-0.004152050582285938,-0.0051072527385453755,-0.0051072527385453755
2013-08-15,-0.011507651958369537,-0.014244143509903306,-0.014244143509903306
2013-08-16,-0.0026480540987826374,-0.0032874587981814004,-0.0032874587981814004
2013-08-19,-0.004734222365723184,-0.005758083908087626,-0.005758083908087626
2013-08-20,0.003051130478696962,0.0037194120703134452,0.0037194120703134452
2013-08-21,-0.004637095573877303,-0.005636159398538544,-0.005636159398538544
2013-08-22,0.006865953394731151,0.008345644203491044,0.008345644203491044
2013-08-23,0.0031513935281701324,0.0038243386930354594,0.0038243386930354594
2013-08-26,-0.003238271384046243,-0.003922049489336445,-0.003922049489336445
2013-08-27,-0.012801231383347302,-0.015635370405160467,-0.015635370405160467
2013-08-28,0.0021951018471753517,0.0026686783181324057,0.0026686783181324057
2013-08-29,0.0015691813192766802,0.0018746111545078377,0.0018746111545078377
2013-08-30,-0.0025434937541078287,-0.0030477122253429675,-0.0030477122253429675
2013-09-03,0.003324460181567446,0.0039805032022314545,0.0039805032022314545
2013-09-04,0.006467350342848022,0.007833609542533836,0.007833609542533836
2013-09-05,0.000967305231574045,0.0011692678736408698,0.0011692678736408698
2013-09-06,4.354372782557903e-05,3.48574041366897e-05,3.48574041366897e-05
2013-09-09,0.007954625711176532,0.009943282138970666,0.009943282138970666
2013-09-10,0.0058551523878414,0.00731894048480175,0.00731894048480175
2013-09-11,0.0024381076910550805,0.0030476346138188504,0.0030476346138188504
