Date,_GSPC
2015-09-09,0.7037222291899019
2015-09-10,0.7017928176789355
2015-09-11,0.7037065025759277
2015-09-14,0.7029006987922346
2015-09-15,0.7035806554601403
2015-09-16,0.6983510228179459
2015-09-17,0.6960113304450068
2015-09-18,0.6962732266637085
2015-09-21,0.689447543628242
2015-09-22,0.6889034615144946
2015-09-23,0.6875522205064617
2015-09-24,0.6914284353323891
2015-09-25,0.691669393929002
2015-09-28,0.6952731823185091
2015-09-29,0.6776228766693477
2015-09-30,0.678113327173037
2015-10-01,0.672952888098195
2015-10-02,0.6731924842766601
2015-10-05,0.6673030496769852
2015-10-06,0.6582484230308611
2015-10-07,0.6612868353646468
2015-10-08,0.6594311729254957
2015-10-09,0.6575494314139507
2015-10-12,0.65750866335306
2015-10-13,0.6574304117158059
2015-10-14,0.6566533059983152
2015-10-15,0.6562977255169309
2015-10-16,0.652916831807952
2015-10-19,0.6545504220363927
2015-10-20,0.6545558600025483
2015-10-21,0.6554069732875156
2015-10-22,0.6548248341292502
2015-10-23,0.6478983561915904
2015-10-26,0.6450345209553872
2015-10-27,0.6466843316744052
2015-10-28,0.6465840366185422
2015-10-29,0.6442612253009719
2015-10-30,0.6442585758279731
2015-11-02,0.6471465389229843
2015-11-03,0.6438710045611796
2015-11-04,0.6448723932544628
2015-11-05,0.6450864410911321
2015-11-06,0.6458043693614539
2015-11-09,0.6458939854901578
2015-11-10,0.6459840923298675
2015-11-11,0.646549271544611
2015-11-12,0.6472634153928296
2015-11-13,0.6427755100784763
2015-11-16,0.6411507300896598
2015-11-17,0.636051676035842
2015-11-18,0.6360247081361687
2015-11-19,0.6402301888980366
2015-11-20,0.6403457748943637
2015-11-23,0.6411098856525924
2015-11-24,0.6410743040913752
2015-11-25,0.6414056533977059
2015-11-27,0.6422447395343864
2015-11-30,0.6490460224004192
2015-12-01,0.6485883723108428
2015-12-02,0.6494843437523068
2015-12-03,0.649441796856809
2015-12-04,0.6450645960073591
2015-12-07,0.6353289415619117
2015-12-08,0.6357604945620986
2015-12-09,0.63491803772185
2015-12-10,0.6337023483199994
2015-12-11,0.6338951826162856
2015-12-14,0.6258353675098474
2015-12-15,0.6258501764442137
2015-12-16,0.6256809734181025
2015-12-17,0.6218809467911735
2015-12-18,0.6203555285974319
2015-12-21,0.6151389927399693
2015-12-22,0.6137616863426136
