Date,low,mid,high
2011-12-29,0.0006712952471468572,0.9093534681218026,0.08997523663105049
2011-12-30,0.18502392403144372,0.7427207100838089,0.07225536588474733
2012-01-03,0.1295167468227927,0.7544202844601109,0.11606296871709634
2012-01-04,0.3561878385042272,0.5584750475253254,0.08533711397044733
2012-01-05,0.518461545480145,0.42001610067104234,0.06152235384881257
2012-01-06,0.6328920916820344,0.32229558485128845,0.044812323466677004
2012-01-09,0.7136435256735865,0.2532602317214714,0.03309624260494203
2012-01-10,0.5019174477586038,0.46155966947440513,0.03652288276699088
2012-01-11,0.619075519963445,0.3507285639254438,0.03019591611111093
2012-01-12,0.703385676904759,0.27372611673653674,0.022888206358704085
2012-01-13,0.6631597587402477,0.31499853898422353,0.021841702275528604
2012-01-17,0.7094440743294641,0.2716762554897122,0.01887967018082348
2012-01-18,0.4966939615157249,0.47259682391170943,0.030709214572565403
2012-01-19,0.490419138128245,0.47520103045683415,0.03437983141492059
2012-01-20,0.6146499506981562,0.357994752317516,0.027355296984327485
2012-01-23,0.7031546229486536,0.2754119940560892,0.021433382995256944
2012-01-24,0.7670480376114479,0.21609085652931273,0.016861105859239223
2012-01-25,0.5421550628961636,0.4328061674091458,0.025038769694690467
2012-01-26,0.5694581675461456,0.4037420700046265,0.026799762449227806
2012-01-27,0.6700112299398138,0.308203566977185,0.02178520308300117
2012-01-30,0.7245269069931427,0.2579213028580182,0.017551790148838984
2012-01-31,0.7781297532412288,0.20689410211857553,0.01497614464019548
2012-02-01,0.5474136687137274,0.4282654123716433,0.02432091891462905
2012-02-02,0.6571851707086881,0.32264093385459763,0.0201738954367141
2012-02-03,0.46002962861143115,0.49568641798563134,0.044283953402937316
2012-02-06,0.5930565824102381,0.37191386573393764,0.035029551855824105
2012-02-07,0.6852302680712262,0.28846815061005737,0.026301581318716256
2012-02-08,0.744380496180761,0.23524661533567265,0.02037288848356629
2012-02-09,0.7952829980469853,0.1884745772698764,0.016242424683138124
2012-02-10,0.5798362816648732,0.3967885852809008,0.023375133054225818
2012-02-13,0.4111923262528213,0.5462939357484886,0.04251373799868982
2012-02-14,0.5565230249937818,0.409653988669726,0.03382298633649187
2012-02-15,0.5538855310537325,0.4175749289307086,0.028539540015558636
2012-02-16,0.3877206384020045,0.568460182036288,0.04381917956170722
2012-02-17,0.5321389633966744,0.4330760754897597,0.03478496111356557
2012-02-21,0.637501978857054,0.3358009843056624,0.026697036837283382
2012-02-22,0.6939597550070951,0.285187727525486,0.020852517467418702
2012-02-23,0.6779272698770897,0.30309878832739173,0.018973941795518316
2012-02-24,0.7399148079760458,0.24461387475496396,0.015471317268990035
2012-02-27,0.7873949931524645,0.20017440220360488,0.012430604643930464
2012-02-28,0.8137850352256324,0.1758629094196969,0.01035205535467063
2012-02-29,0.8095757629775524,0.18066741203371112,0.00975682498873632
2012-03-01,0.751364048060446,0.2368482581687088,0.011787693770845046
2012-03-02,0.788784995585787,0.2006095464721374,0.010605457942075383
2012-03-05,0.7886556045306259,0.2012960648826691,0.010048330586704877
2012-03-06,0.552058923188467,0.39857700621621883,0.04936407059531402
2012-03-07,0.4192596506641264,0.5244279569006746,0.05631239243519894
2012-03-08,0.2935446450133172,0.6374518437348261,0.06900351125185653
2012-03-09,0.44403258487951736,0.501908698914255,0.054058716206227354
2012-03-12,0.5748278958008725,0.38432116360704327,0.04085094059208407
2012-03-13,0.4023795270606112,0.48631042371286637,0.11131004922652228
2012-03-14,0.5428003232709926,0.3747085802845361,0.08249109644447117
2012-03-15,0.5265727346386337,0.40960821352128785,0.06381905184007836
2012-03-16,0.6412127599807798,0.31155601210567413,0.047231227913546135
2012-03-19,0.6987305498981785,0.2660750816377862,0.0351943684640352
2012-03-20,0.7578104233703511,0.21588884986339113,0.026300726766257675
