Date,RARP_RI,RP_naive,VT_naive
2014-04-24,0.00021459696948480727,0.00011827395421779836,0.0001288998898958102
2014-04-25,-6.512815668467583e-05,4.2659594702873114e-05,1.768105578441384e-05
2014-04-28,-8.784053291125932e-05,-7.509154378848703e-05,-7.620527752270629e-05
2014-04-29,0.0002538840568034782,9.131349676224711e-05,0.00012474920267211803
2014-04-30,0.0001959769097380662,3.410273802769998e-05,8.605577709141466e-05
2014-05-01,-4.22726249788697e-05,-0.0001505047811347478,-0.00013157801515729781
2014-05-02,0.00047379109834973037,0.000432264901002362,0.00040338343500621345
2014-05-05,0.0002630833702502798,0.00017974198763197737,0.00016059107179929976
2014-05-06,-0.0005023117803023409,-0.00032452132323841404,-0.0003475296176282715
2014-05-07,-7.619376803674532e-05,-0.0001606836323197496,-9.890110562382701e-05
2014-05-08,3.7446559865888954e-05,1.3860602504101731e-05,2.463563396890866e-05
2014-05-09,0.00017152411981434512,0.0001965825116059232,0.0001848602966233028
2014-05-12,0.0002977815255808765,1.8138079077522615e-05,-4.596860347764163e-06
2014-05-13,0.0005473726424261329,0.0003194533434600574,0.00035398011607772864
2014-05-14,0.0004054924302645682,0.0001927444822827633,0.0002737099622041594
2014-05-15,-0.00026845394756995575,-0.000286837830003348,-0.0001489847935889532
2014-05-16,-5.9044680211451895e-05,-6.037644270071234e-05,-7.840859049165217e-05
2014-05-19,7.631624677473607e-05,5.755583083078763e-05,2.1914586009240435e-05
2014-05-20,-3.2995812992519245e-05,-1.440414713827414e-05,3.621213581473551e-05
2014-05-21,4.711157002881177e-05,-0.00010521222762107206,-0.0001515282812345491
2014-05-22,8.79800267982876e-05,6.951677985385841e-05,4.386068869064104e-05
2014-05-23,0.0004901582522570426,0.00036751686242469743,0.00036000164403743616
2014-05-27,-0.00042964466489742897,-0.00044690342129045165,-0.00043727071745789536
2014-05-28,0.0004571554690576476,0.00030683652353189026,0.00035392086314031364
2014-05-29,-0.00011845002879846846,-0.00018103239166874545,-0.00020059622108094388
2014-05-30,6.884056427280853e-05,9.923254704876871e-05,0.00011797690484378613
2014-06-02,-0.0006896440224858239,-0.0005424137070790296,-0.0005182397207714405
